Tenure in Months,Offer,Monthly Charge,Total Charges,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Customer Status,Churn Category
55,Offer B,59.2,3175.85,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
1,Offer E,44.4,44.4,Yes,No,No,No,No,Month-to-Month,No,Churned,Attitude
49,Offer B,85.3,4297.95,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
8,Offer B,25.5,215.2,Yes,No,No,No,No,Month-to-Month,No,Churned,Attitude
39,Offer B,99.75,4036.0,Yes,No,No,Yes,No,Two Year,Yes,Stayed,Competitor
66,Offer A,66.1,4428.45,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
15,Offer B,20.55,295.95,No,No,No,No,No,One Year,No,Stayed,Competitor
51,Offer B,98.85,4947.55,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
9,Offer B,49.2,447.9,Yes,No,No,No,Yes,Two Year,No,Stayed,Competitor
1,Offer E,20.9,20.9,No,No,No,No,No,Month-to-Month,No,Churned,Dissatisfaction
25,Offer C,19.5,516.3,No,No,No,No,No,One Year,Yes,Stayed,Competitor
22,Offer B,87.0,1850.65,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
15,Offer B,49.0,749.25,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
28,Offer B,90.1,2598.95,Yes,No,No,No,No,One Year,Yes,Churned,Dissatisfaction
3,Offer B,90.7,237.65,Yes,No,No,No,No,Month-to-Month,No,Joined,Competitor
47,Offer B,100.5,4707.1,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
67,Offer A,85.25,5714.2,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
18,Offer D,74.7,1294.6,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
62,Offer B,60.15,3753.2,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
41,Offer B,80.55,3263.9,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
44,Offer B,50.15,2139.1,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
53,Offer B,94.45,5042.75,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
48,Offer B,20.05,1036.0,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
54,Offer B,115.6,6431.05,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
48,Offer B,45.3,2145.0,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Churned,Price
24,Offer C,99.65,2404.85,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
33,Offer C,80.6,2651.1,Yes,No,Yes,No,Yes,Two Year,No,Stayed,Competitor
66,Offer B,85.25,5538.35,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
3,Offer B,69.55,200.2,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
13,Offer D,35.4,450.4,Yes,No,No,Yes,Yes,Two Year,No,Stayed,Competitor
63,Offer B,83.5,5435.0,Yes,Yes,Yes,Yes,No,Two Year,No,Stayed,Competitor
23,Offer B,83.8,1900.25,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Churned,Attitude
52,Offer B,25.6,1334.5,No,No,No,No,No,Two Year,No,Stayed,Competitor
3,Offer E,20.75,67.1,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
10,Offer B,56.75,503.25,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer B,20.1,1460.85,No,No,No,No,No,Two Year,No,Stayed,Competitor
29,Offer C,98.8,2807.1,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
62,Offer B,104.85,6312.9,Yes,Yes,No,Yes,No,One Year,Yes,Stayed,Competitor
41,Offer B,73.0,3001.2,Yes,No,No,Yes,No,One Year,Yes,Churned,Competitor
43,Offer B,77.85,3365.85,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Price
26,Offer C,105.45,2715.3,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
19,Offer D,96.8,1743.05,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer B,24.25,1784.5,No,No,No,No,No,Two Year,No,Stayed,Competitor
45,Offer B,102.15,4735.35,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
32,Offer B,64.85,2010.95,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
41,Offer B,25.25,996.45,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
65,Offer B,24.75,1715.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
55,Offer B,96.75,5238.9,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Churned,Price
11,Offer D,19.65,225.75,No,No,No,No,No,Two Year,No,Stayed,Competitor
49,Offer B,74.45,3721.9,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
61,Offer B,99.4,5943.65,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Stayed,Competitor
25,Offer B,19.15,477.6,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,69.5,69.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
23,Offer D,49.45,1119.35,Yes,No,No,No,Yes,One Year,Yes,Stayed,Competitor
21,Offer D,73.7,1558.7,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,79.7,79.7,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
5,Offer B,-1.0,343.95,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
24,Offer C,74.4,1712.9,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
27,Offer B,88.3,2467.75,Yes,No,No,Yes,No,Month-to-Month,No,Churned,Other
70,Offer A,19.8,1397.65,No,No,No,No,No,Two Year,No,Stayed,Competitor
5,Offer B,75.55,349.65,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
46,Offer B,20.2,917.45,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
2,Offer B,71.65,135.75,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
57,Offer B,20.1,1087.7,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
1,Offer E,71.1,71.1,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
60,Offer B,100.5,6029.0,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
37,Offer B,62.8,2278.75,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,70.45,70.45,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
28,Offer B,100.35,2799.0,Yes,No,Yes,Yes,No,One Year,No,Stayed,Competitor
24,Offer B,20.3,459.95,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
62,Offer B,92.05,5755.8,Yes,Yes,Yes,Yes,No,One Year,Yes,Stayed,Competitor
18,Offer D,20.15,390.85,No,No,No,No,No,One Year,No,Churned,Attitude
5,Offer B,54.2,308.25,Yes,Yes,No,No,Yes,Month-to-Month,No,Churned,Dissatisfaction
20,Offer B,20.35,442.6,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer B,70.75,70.75,Yes,No,No,No,No,Month-to-Month,No,Churned,Dissatisfaction
35,Offer B,102.35,3626.1,Yes,No,Yes,Yes,No,One Year,Yes,Churned,Price
52,Offer B,50.5,2566.3,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
30,Offer C,85.0,2624.25,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
72,Offer A,42.1,2962.0,Yes,Yes,Yes,Yes,No,Two Year,No,Stayed,Competitor
15,Offer D,75.65,1146.65,Yes,No,No,No,No,Month-to-Month,No,Churned,Attitude
70,Offer A,114.6,7882.5,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
66,Offer B,65.7,4378.9,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
55,Offer B,74.0,4052.4,Yes,No,No,No,No,Two Year,Yes,Stayed,Competitor
55,Offer B,85.45,4874.7,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Competitor
57,Offer B,71.1,4140.1,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
72,Offer B,109.55,8165.1,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
28,Offer B,20.5,563.05,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
54,Offer B,74.55,4191.45,Yes,Yes,Yes,No,No,Two Year,Yes,Stayed,Competitor
24,Offer C,79.85,1857.75,Yes,Yes,No,No,No,Two Year,Yes,Stayed,Competitor
2,Offer E,62.15,113.1,Yes,Yes,No,No,No,Month-to-Month,Yes,Joined,Competitor
12,Offer D,21.05,235.8,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
51,Offer B,79.6,3974.7,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
13,Offer B,73.35,931.55,Yes,No,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
58,Offer B,70.1,4048.95,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
18,Offer D,54.4,957.1,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
29,Offer C,19.55,521.8,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
72,Offer B,74.55,5430.65,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
71,Offer A,23.9,1626.4,No,No,No,No,No,Two Year,No,Stayed,Competitor
70,Offer A,44.6,3058.15,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
9,Offer B,95.5,829.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
20,Offer B,95.5,1916.2,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
69,Offer A,78.6,5356.45,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Churned,Competitor
63,Offer B,104.5,6590.8,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
7,Offer B,61.4,438.9,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
69,Offer B,43.95,2960.1,Yes,Yes,No,Yes,No,Two Year,Yes,Stayed,Competitor
5,Offer E,25.9,135.0,No,No,No,No,No,Month-to-Month,Yes,Churned,Other
9,Offer B,80.55,653.9,Yes,No,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
46,Offer B,99.65,4630.2,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
60,Offer B,97.95,5867.0,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
27,Offer B,95.55,2510.2,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
16,Offer D,90.7,1374.9,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
22,Offer B,83.3,1845.9,Yes,No,Yes,No,No,Month-to-Month,No,Churned,Competitor
41,Offer B,101.6,3930.55,Yes,Yes,Yes,Yes,No,One Year,Yes,Stayed,Competitor
4,Offer B,72.75,317.75,Yes,No,Yes,No,No,Two Year,No,Stayed,Competitor
24,Offer C,88.95,2072.75,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
38,Offer B,20.3,743.05,No,No,No,No,No,Two Year,No,Stayed,Competitor
25,Offer B,78.35,1837.9,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
40,Offer B,80.0,3168.75,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
8,Offer B,49.85,365.55,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
13,Offer D,19.85,252.0,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
64,Offer B,91.8,5960.5,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
62,Offer B,100.15,6283.3,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Competitor
20,Offer B,69.8,1540.35,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
14,Offer D,46.35,667.7,Yes,No,No,No,No,Month-to-Month,No,Churned,Attitude
57,Offer B,69.75,3894.4,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
12,Offer D,69.85,837.5,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
59,Offer B,25.45,1534.05,No,No,No,No,No,Two Year,No,Stayed,Competitor
59,Offer B,75.95,4542.35,Yes,No,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
53,Offer B,19.75,1052.35,No,No,No,No,No,Two Year,No,Churned,Price
45,Offer B,78.75,3600.65,Yes,No,Yes,Yes,No,One Year,No,Stayed,Competitor
50,Offer B,19.8,1013.2,No,No,No,No,No,Two Year,No,Stayed,Competitor
20,Offer D,89.0,1820.45,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
1,Offer E,25.25,25.25,Yes,No,No,No,No,Month-to-Month,No,Churned,Price
70,Offer B,19.2,1401.4,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
1,Offer E,25.05,25.05,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
64,Offer B,47.85,3147.5,Yes,Yes,No,Yes,Yes,Two Year,No,Churned,Competitor
49,Offer B,75.2,3678.3,Yes,No,No,No,No,Month-to-Month,No,Churned,Price
28,Offer C,74.9,2068.55,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Price
72,Offer B,111.9,8071.05,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
13,Offer B,81.9,1028.9,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
4,Offer E,18.85,84.2,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
53,Offer B,18.7,1005.7,No,No,No,No,No,Two Year,No,Stayed,Competitor
63,Offer B,81.55,5029.05,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
10,Offer D,29.6,299.05,Yes,No,No,No,Yes,Two Year,Yes,Stayed,Competitor
56,Offer B,19.95,1126.75,No,No,No,No,No,One Year,No,Stayed,Competitor
10,Offer D,45.55,402.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
65,Offer B,93.55,6069.25,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
1,Offer B,48.45,48.45,Yes,Yes,No,No,No,Month-to-Month,Yes,Joined,Competitor
21,Offer B,-10.0,840.1,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
29,Offer C,20.2,558.8,No,No,No,No,No,Two Year,No,Stayed,Competitor
72,Offer B,24.15,1776.45,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
22,Offer B,67.5,1544.05,Yes,Yes,No,Yes,Yes,One Year,Yes,Churned,Other
23,Offer B,90.05,2169.8,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
40,Offer B,70.75,2921.75,Yes,No,Yes,No,Yes,One Year,No,Stayed,Competitor
2,Offer E,76.5,162.45,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
13,Offer D,84.05,1095.3,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Competitor
16,Offer D,95.6,1555.65,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Attitude
67,Offer A,102.95,6886.25,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Churned,Competitor
72,Offer A,21.0,1493.75,No,No,No,No,No,Two Year,No,Stayed,Competitor
3,Offer B,82.3,214.4,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Joined,Competitor
47,Offer B,80.35,3825.85,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Dissatisfaction
4,Offer E,70.65,293.85,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
18,Offer B,73.55,1359.45,Yes,No,Yes,No,No,Two Year,Yes,Stayed,Competitor
21,Offer D,104.4,2157.95,Yes,No,Yes,Yes,No,Month-to-Month,No,Churned,Attitude
62,Offer B,70.75,4263.45,Yes,Yes,No,Yes,Yes,One Year,Yes,Stayed,Competitor
7,Offer E,98.05,713.0,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
29,Offer C,48.95,1323.7,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
48,Offer B,60.6,2985.25,Yes,Yes,No,No,Yes,One Year,Yes,Stayed,Competitor
53,Offer B,78.75,3942.45,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
6,Offer B,19.0,105.5,No,No,No,No,No,One Year,No,Stayed,Competitor
22,Offer D,56.25,1292.2,Yes,Yes,No,No,Yes,One Year,Yes,Stayed,Competitor
1,Offer B,25.8,25.8,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
72,Offer B,99.4,7285.7,Yes,No,Yes,No,No,Two Year,Yes,Stayed,Competitor
34,Offer C,85.2,2874.45,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
48,Offer B,69.55,3435.6,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
21,Offer D,28.5,629.35,Yes,Yes,No,No,No,Month-to-Month,No,Stayed,Competitor
71,Offer B,97.65,6687.85,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
1,Offer E,20.25,20.25,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
1,Offer B,20.45,20.45,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
32,Offer C,93.5,2970.8,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
1,Offer B,54.65,54.65,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
63,Offer B,71.9,4479.2,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
72,Offer A,116.4,8543.25,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
53,Offer B,105.55,5682.25,Yes,No,Yes,Yes,No,Two Year,No,Stayed,Competitor
1,Offer B,69.25,69.25,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
50,Offer B,75.5,4025.6,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
15,Offer B,101.1,1504.05,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
21,Offer B,86.05,1818.9,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,95.0,95.0,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
2,Offer E,70.75,154.85,Yes,No,No,No,No,Month-to-Month,No,Churned,Price
65,Offer B,72.45,4653.85,Yes,Yes,Yes,Yes,No,One Year,No,Churned,Competitor
52,Offer B,85.8,4433.3,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Stayed,Competitor
13,Offer D,83.2,1060.6,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Attitude
4,Offer E,19.65,67.55,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
46,Offer B,110.0,4874.8,Yes,Yes,Yes,Yes,No,One Year,Yes,Churned,Competitor
53,Offer B,94.85,5000.2,Yes,No,No,Yes,No,One Year,Yes,Churned,Competitor
40,Offer B,105.95,4335.2,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
23,Offer B,54.15,1312.45,Yes,No,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
4,Offer B,85.65,338.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
57,Offer B,58.75,3437.45,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
49,Offer B,95.4,4613.95,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
9,Offer E,68.25,576.95,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
4,Offer E,101.7,364.55,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
61,Offer B,20.25,1278.8,No,No,No,No,No,Two Year,No,Stayed,Competitor
70,Offer A,75.5,5212.65,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
13,Offer D,65.85,902.25,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
34,Offer C,65.0,2157.5,Yes,No,No,No,Yes,Month-to-Month,No,Stayed,Competitor
9,Offer B,74.55,622.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
57,Offer B,93.75,5625.55,Yes,Yes,No,No,Yes,Two Year,No,Stayed,Competitor
12,Offer D,61.65,713.75,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Churned,Competitor
7,Offer B,100.4,715.0,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
4,Offer B,74.9,321.75,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
1,Offer B,74.45,74.45,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
44,Offer B,85.25,3704.15,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
45,Offer B,34.2,1596.6,Yes,No,No,No,No,One Year,No,Stayed,Competitor
36,Offer B,89.65,3348.1,Yes,Yes,No,Yes,Yes,One Year,Yes,Stayed,Competitor
55,Offer B,100.0,5509.3,Yes,No,No,Yes,No,One Year,Yes,Churned,Competitor
69,Offer A,97.65,6743.55,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
9,Offer E,79.9,741.7,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Price
71,Offer A,90.3,6287.3,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
30,Offer C,94.3,2679.7,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
52,Offer B,20.4,1090.65,No,No,No,No,No,One Year,Yes,Stayed,Competitor
52,Offer B,25.05,1270.25,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
24,Offer B,55.65,1400.55,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
3,Offer E,70.7,225.65,Yes,No,No,No,Yes,Month-to-Month,No,Joined,Competitor
72,Offer A,53.8,3952.45,Yes,Yes,No,Yes,No,Two Year,Yes,Stayed,Competitor
72,Offer B,99.15,7422.1,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
4,Offer B,50.05,179.35,Yes,No,No,No,Yes,Month-to-Month,No,Churned,Competitor
1,Offer E,82.3,82.3,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Competitor
51,Offer B,69.75,3562.5,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
51,Offer B,56.15,2898.95,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
72,Offer A,86.65,6224.8,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
64,Offer B,86.8,5327.25,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
2,Offer E,25.05,56.35,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
70,Offer B,109.5,7534.65,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Churned,Price
13,Offer B,45.3,528.45,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
52,Offer B,91.25,4738.3,Yes,Yes,No,Yes,No,One Year,No,Stayed,Competitor
7,Offer E,20.75,141.1,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
4,Offer E,19.9,76.65,No,No,No,No,No,Two Year,No,Stayed,Competitor
2,Offer B,95.85,197.7,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
46,Offer B,33.7,1537.85,Yes,No,No,Yes,Yes,One Year,No,Stayed,Competitor
54,Offer B,63.35,3409.1,Yes,No,No,Yes,No,Two Year,No,Stayed,Competitor
1,Offer E,19.3,19.3,No,No,No,No,No,Month-to-Month,No,Churned,Attitude
72,Offer A,65.7,4575.35,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
66,Offer A,74.6,4798.4,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
16,Offer D,112.95,1882.55,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
3,Offer E,88.35,262.05,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Competitor
11,Offer B,65.15,723.35,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
71,Offer A,59.7,4122.65,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
9,Offer B,34.7,296.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
57,Offer B,20.65,1125.6,No,No,No,No,No,Two Year,No,Stayed,Competitor
9,Offer B,100.5,918.6,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
62,Offer B,23.75,1446.8,No,No,No,No,No,One Year,Yes,Stayed,Competitor
72,Offer B,19.9,1529.65,No,No,No,No,No,Two Year,No,Stayed,Competitor
66,Offer B,108.1,7238.6,Yes,No,Yes,Yes,No,One Year,No,Stayed,Competitor
16,Offer B,39.0,679.85,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
16,Offer D,20.6,330.25,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
58,Offer B,19.55,1108.8,No,No,No,No,No,One Year,Yes,Stayed,Competitor
4,Offer E,80.15,319.85,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,20.3,1401.15,No,No,No,No,No,Two Year,No,Stayed,Competitor
67,Offer B,109.9,7332.4,Yes,Yes,Yes,Yes,No,One Year,No,Stayed,Competitor
71,Offer B,90.4,6668.05,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
72,Offer A,25.4,1809.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
15,Offer D,46.3,639.45,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
11,Offer B,25.2,321.05,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
43,Offer B,24.45,993.15,No,No,No,No,No,One Year,Yes,Stayed,Competitor
3,Offer E,55.1,154.65,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Churned,Competitor
24,Offer B,78.4,1832.4,Yes,Yes,Yes,No,No,One Year,No,Stayed,Competitor
52,Offer B,74.0,3877.65,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
13,Offer B,30.15,382.2,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer E,70.85,70.85,Yes,No,No,No,No,Month-to-Month,No,Churned,Price
55,Offer B,77.8,4323.35,Yes,No,No,Yes,No,Two Year,Yes,Stayed,Competitor
42,Offer B,99.0,4135.0,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
2,Offer B,20.75,44.2,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
1,Offer B,75.5,75.5,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Joined,Competitor
27,Offer B,81.45,2122.05,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
17,Offer D,66.7,1077.05,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
2,Offer E,34.7,62.25,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
27,Offer C,83.85,2310.2,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Stayed,Competitor
52,Offer B,49.15,2550.9,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
45,Offer B,96.75,4442.75,Yes,Yes,Yes,No,No,One Year,No,Stayed,Competitor
71,Offer B,19.1,1372.45,No,No,No,No,No,Two Year,No,Stayed,Competitor
36,Offer C,18.55,689.0,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
